ID;Spezies;Source;DataType;Geometry;Molar_Mass;Lennard_Jones_potential;Lennard_Jones_collision;Dipole_moment;Polarizability;Rotational_relaxation_collision_number;Comment;Atom1;Count;Atom2;Count;Atom3;Count;Atom4;Count;Type;Comment;Low temperature;High temperature ;Jump temperature ;Coef1;Coef2;Coef3;Coef4;Coef5;Coef6;Coef7;Coef8;Coef9;Coef10;Coef11;Coef12;Coef13;Coef14
0;AR;0;MolData;0;-1;136.5;3.33;0.0;0.0;0.0;;
1;C;0;MolData;0;-1;71.4;3.298;0.0;0.0;0.0;! *;
2;C2;0;MolData;1;-1;97.53;3.621;0.0;1.76;4.0;;
3;C2O;0;MolData;1;-1;232.4;3.828;0.0;0.0;1.0;! *;
4;CN2;0;MolData;1;-1;232.4;3.828;0.0;0.0;1.0;! OIS;
5;C2H;0;MolData;1;-1;209.0;4.1;0.0;0.0;2.5;;
6;C2H2;0;MolData;1;-1;209.0;4.1;0.0;0.0;2.5;;
7;C2H2OH;0;MolData;2;-1;224.7;4.162;0.0;0.0;1.0;! *;
8;C2H3;0;MolData;2;-1;209.0;4.1;0.0;0.0;1.0;! *;
9;C2H4;0;MolData;2;-1;280.8;3.971;0.0;0.0;1.5;;
10;C2H5;0;MolData;2;-1;252.3;4.302;0.0;0.0;1.5;;
11;C2H6;0;MolData;2;-1;252.3;4.302;0.0;0.0;1.5;;
12;C2N;0;MolData;1;-1;232.4;3.828;0.0;0.0;1.0;! OIS;
13;C2N2;0;MolData;1;-1;349.0;4.361;0.0;0.0;1.0;! OIS;
14;C3H2;0;MolData;2;-1;209.0;4.1;0.0;0.0;1.0;! *;
15;C3H4;0;MolData;1;-1;252.0;4.76;0.0;0.0;1.0;;
16;C3H6;0;MolData;2;-1;266.8;4.982;0.0;0.0;1.0;;
17;C3H7;0;MolData;2;-1;266.8;4.982;0.0;0.0;1.0;;
18;C4H6;0;MolData;2;-1;357.0;5.18;0.0;0.0;1.0;;
19;I*C3H7;0;MolData;2;-1;266.8;4.982;0.0;0.0;1.0;;
20;N*C3H7;0;MolData;2;-1;266.8;4.982;0.0;0.0;1.0;;
21;C3H8;0;MolData;2;-1;266.8;4.982;0.0;0.0;1.0;;
22;C4H;0;MolData;1;-1;357.0;5.18;0.0;0.0;1.0;;
23;C4H2;0;MolData;1;-1;357.0;5.18;0.0;0.0;1.0;;
24;C4H2OH;0;MolData;2;-1;224.7;4.162;0.0;0.0;1.0;! *;
25;C4H8;0;MolData;2;-1;357.0;5.176;0.0;0.0;1.0;;
26;C4H9;0;MolData;2;-1;357.0;5.176;0.0;0.0;1.0;;
27;I*C4H9;0;MolData;2;-1;357.0;5.176;0.0;0.0;1.0;;
28;C5H2;0;MolData;1;-1;357.0;5.18;0.0;0.0;1.0;;
29;C5H3;0;MolData;1;-1;357.0;5.18;0.0;0.0;1.0;;
30;C6H2;0;MolData;1;-1;357.0;5.18;0.0;0.0;1.0;;
31;C6H5;0;MolData;2;-1;412.3;5.349;0.0;0.0;1.0;! JAM;
32;C6H5O;0;MolData;2;-1;450.0;5.5;0.0;0.0;1.0;! JAM;
33;C5H5OH;0;MolData;2;-1;450.0;5.5;0.0;0.0;1.0;! JAM;
34;C6H6;0;MolData;2;-1;412.3;5.349;0.0;0.0;1.0;! SVE;
35;C6H7;0;MolData;2;-1;412.3;5.349;0.0;0.0;1.0;! JAM;
36;CH;0;MolData;1;-1;80.0;2.75;0.0;0.0;0.0;;
37;CH2;0;MolData;1;-1;144.0;3.8;0.0;0.0;0.0;;
38;CH2(S);0;MolData;1;-1;144.0;3.8;0.0;0.0;0.0;;
39;CH2*;0;MolData;1;-1;144.0;3.8;0.0;0.0;0.0;;
40;CH2CHCCH;0;MolData;2;-1;357.0;5.18;0.0;0.0;1.0;! JAM;
41;CH2CHCCH2;0;MolData;2;-1;357.0;5.18;0.0;0.0;1.0;! JAM;
42;CH2CHCH2;0;MolData;2;-1;260.0;4.85;0.0;0.0;1.0;! JAM;
43;CH2CHCHCH;0;MolData;2;-1;357.0;5.18;0.0;0.0;1.0;! JAM;
44;CH2CHCHCH2;0;MolData;2;-1;357.0;5.18;0.0;0.0;1.0;! JAM;
45;CH2CO;0;MolData;2;-1;436.0;3.97;0.0;0.0;2.0;;
46;CH2O;0;MolData;2;-1;498.0;3.59;0.0;0.0;2.0;;
47;CH2OH;0;MolData;2;-1;417.0;3.69;1.7;0.0;2.0;;
48;CH3;0;MolData;1;-1;144.0;3.8;0.0;0.0;0.0;;
49;CH3CC;0;MolData;2;-1;252.0;4.76;0.0;0.0;1.0;! JAM;
50;CH3CCCH2;0;MolData;2;-1;357.0;5.18;0.0;0.0;1.0;! JAM;
51;CH3CCCH3;0;MolData;2;-1;357.0;5.18;0.0;0.0;1.0;! JAM;
52;CH3CCH2;0;MolData;2;-1;260.0;4.85;0.0;0.0;1.0;! JAM;
53;CH3CHCH;0;MolData;2;-1;260.0;4.85;0.0;0.0;1.0;! JAM;
54;CH3CH2CCH;0;MolData;2;-1;357.0;5.18;0.0;0.0;1.0;! JAM;
55;CH3CHO;0;MolData;2;-1;436.0;3.97;0.0;0.0;2.0;;
56;CH2CHO;0;MolData;2;-1;436.0;3.97;0.0;0.0;2.0;;
57;CH3CO;0;MolData;2;-1;436.0;3.97;0.0;0.0;2.0;;
58;CH3O;0;MolData;2;-1;417.0;3.69;1.7;0.0;2.0;;
59;CH3OH;0;MolData;2;-1;481.8;3.626;0.0;0.0;1.0;! SVE;
60;CH4;0;MolData;2;-1;141.4;3.746;0.0;2.6;13.0;;
61;CH4O;0;MolData;2;-1;417.0;3.69;1.7;0.0;2.0;;
62;CN;0;MolData;1;-1;75.0;3.856;0.0;0.0;1.0;! OIS;
63;CNC;0;MolData;1;-1;232.4;3.828;0.0;0.0;1.0;! OIS;
64;CNN;0;MolData;1;-1;232.4;3.828;0.0;0.0;1.0;! OIS;
65;CO;0;MolData;1;-1;98.1;3.65;0.0;1.95;1.8;;
66;CO2;0;MolData;1;-1;244.0;3.763;0.0;2.65;2.1;;
67;H;0;MolData;0;-1;145.0;2.05;0.0;0.0;0.0;;
68;H2C4O;0;MolData;2;-1;357.0;5.18;0.0;0.0;1.0;! JAM;
69;H2;0;MolData;1;-1;38.0;2.92;0.0;0.79;280.0;;
70;H2CCCCH;0;MolData;2;-1;357.0;5.18;0.0;0.0;1.0;! JAM;
71;H2CCCCH2;0;MolData;2;-1;357.0;5.18;0.0;0.0;1.0;! JAM;
72;H2CCCH;0;MolData;2;-1;252.0;4.76;0.0;0.0;1.0;! JAM;
73;H2CN;0;MolData;1;-1;569.0;3.63;0.0;0.0;1.0;! os/jm;
74;H2NO;0;MolData;2;-1;116.7;3.492;0.0;0.0;1.0;! JAM;
75;H2O;0;MolData;2;-1;572.4;2.605;1.844;0.0;4.0;;
76;H2O2;0;MolData;2;-1;107.4;3.458;0.0;0.0;3.8;;
77;HC2N2;0;MolData;1;-1;349.0;4.361;0.0;0.0;1.0;! OIS;
78;HCCHCCH;0;MolData;2;-1;357.0;5.18;0.0;0.0;1.0;! JAM;
79;HCCO;0;MolData;2;-1;150.0;2.5;0.0;0.0;1.0;! *;
80;HCNN;0;MolData;2;-1;150.0;2.5;0.0;0.0;1.0;! *;
81;HCCOH;0;MolData;2;-1;436.0;3.97;0.0;0.0;2.0;;
82;HCN;0;MolData;1;-1;569.0;3.63;0.0;0.0;1.0;! OIS;
83;HCO;0;MolData;2;-1;498.0;3.59;0.0;0.0;0.0;;
84;HE;0;MolData;0;-1;10.2;2.576;0.0;0.0;0.0;! *;
85;HCNO;0;MolData;2;-1;232.4;3.828;0.0;0.0;1.0;! JAM;
86;HOCN;0;MolData;2;-1;232.4;3.828;0.0;0.0;1.0;! JAM;
87;HNCO;0;MolData;2;-1;232.4;3.828;0.0;0.0;1.0;! OIS;
88;HNNO;0;MolData;2;-1;232.4;3.828;0.0;0.0;1.0;! *;
89;HNO;0;MolData;2;-1;116.7;3.492;0.0;0.0;1.0;! *;
90;HNOH;0;MolData;2;-1;116.7;3.492;0.0;0.0;1.0;! JAM;
91;HO2;0;MolData;2;-1;107.4;3.458;0.0;0.0;1.0;! *;
92;N;0;MolData;0;-1;71.4;3.298;0.0;0.0;0.0;! *;
93;N2;0;MolData;1;-1;97.53;3.621;0.0;1.76;4.0;;
94;N2H2;0;MolData;2;-1;71.4;3.798;0.0;0.0;1.0;! *;
95;N2H3;0;MolData;2;-1;200.0;3.9;0.0;0.0;1.0;! *;
96;N2H4;0;MolData;2;-1;205.0;4.23;0.0;4.26;1.5;;
97;N2O;0;MolData;1;-1;232.4;3.828;0.0;0.0;1.0;! *;
98;NCN;0;MolData;1;-1;232.4;3.828;0.0;0.0;1.0;! OIS;
99;NCO;0;MolData;1;-1;232.4;3.828;0.0;0.0;1.0;! OIS;
100;NH;0;MolData;1;-1;80.0;2.65;0.0;0.0;4.0;;
101;NH2;0;MolData;2;-1;80.0;2.65;0.0;2.26;4.0;;
102;NH3;0;MolData;2;-1;481.0;2.92;1.47;0.0;10.0;;
103;NNH;0;MolData;2;-1;71.4;3.798;0.0;0.0;1.0;! *;
104;NO;0;MolData;1;-1;97.53;3.621;0.0;1.76;4.0;;
105;NCNO;0;MolData;2;-1;232.4;3.828;0.0;0.0;1.0;! OIS;
106;NO2;0;MolData;2;-1;200.0;3.5;0.0;0.0;1.0;! *;
107;O;0;MolData;0;-1;80.0;2.75;0.0;0.0;0.0;;
108;O2;0;MolData;1;-1;107.4;3.458;0.0;1.6;3.8;;
109;OH;0;MolData;1;-1;80.0;2.75;0.0;0.0;0.0;;
110;O;0;ThermData;;;;;;;;;O;1;;;;;;;G;L 1/90;200.0;3500.0;1000.0;2.56942078;-8.59741137e-05;4.19484589e-08;-1.00177799e-11;1.22833691e-15;29217.5791;4.78433864;3.1682671;-0.00327931884;6.64306396e-06;-6.12806624e-09;2.11265971e-12;29122.2592;2.05193346;None
111;O2;0;ThermData;;;;;;;;;O;2;;;;;;;G;TPIS89;200.0;3500.0;1000.0;3.28253784;0.00148308754;-7.57966669e-07;2.09470555e-10;-2.16717794e-14;-1088.45772;5.45323129;3.78245636;-0.00299673416;9.84730201e-06;-9.68129509e-09;3.24372837e-12;-1063.94356;3.65767573;None
112;H;0;ThermData;;;;;;;;;H;1;;;;;;;G;L 7/88;200.0;3500.0;1000.0;2.50000001;-2.30842973e-11;1.61561948e-14;-4.73515235e-18;4.98197357e-22;25473.6599;-0.446682914;2.5;7.05332819e-13;-1.99591964e-15;2.30081632e-18;-9.27732332e-22;25473.6599;-0.446682853;None
113;H2;0;ThermData;;;;;;;;;H;2;;;;;;;G;TPIS78;200.0;3500.0;1000.0;3.3372792;-4.94024731e-05;4.99456778e-07;-1.79566394e-10;2.00255376e-14;-950.158922;-3.20502331;2.34433112;0.00798052075;-1.9478151e-05;2.01572094e-08;-7.37611761e-12;-917.935173;0.683010238;None
114;OH;0;ThermData;;;;;;;;;O;1;H;1;;;;;G;RUS 78;200.0;3500.0;1000.0;3.09288767;0.000548429716;1.26505228e-07;-8.79461556e-11;1.17412376e-14;3858.657;4.4766961;3.99201543;-0.00240131752;4.61793841e-06;-3.88113333e-09;1.3641147e-12;3615.08056;-0.103925458;None
115;H2O;0;ThermData;;;;;;;;;H;2;O;1;;;;;G;L 8/89;200.0;3500.0;1000.0;3.03399249;0.00217691804;-1.64072518e-07;-9.7041987e-11;1.68200992e-14;-30004.2971;4.9667701;4.19864056;-0.0020364341;6.52040211e-06;-5.48797062e-09;1.77197817e-12;-30293.7267;-0.849032208;None
116;HO2;0;ThermData;;;;;;;;;H;1;O;2;;;;;G;L 5/89;200.0;3500.0;1000.0;4.0172109;0.00223982013;-6.3365815e-07;1.1424637e-10;-1.07908535e-14;111.856713;3.78510215;4.30179801;-0.00474912051;2.11582891e-05;-2.42763894e-08;9.29225124e-12;294.80804;3.71666245;None
117;H2O2;0;ThermData;;;;;;;;;H;2;O;2;;;;;G;L 7/88;200.0;3500.0;1000.0;4.16500285;0.00490831694;-1.90139225e-06;3.71185986e-10;-2.87908305e-14;-17861.7877;2.91615662;4.27611269;-0.000542822417;1.67335701e-05;-2.15770813e-08;8.62454363e-12;-17702.5821;3.43505074;None
118;C;0;ThermData;;;;;;;;;C;1;;;;;;;G;L11/88;200.0;3500.0;1000.0;2.49266888;4.79889284e-05;-7.2433502e-08;3.74291029e-11;-4.87277893e-15;85451.2953;4.80150373;2.55423955;-0.000321537724;7.33792245e-07;-7.32234889e-10;2.66521446e-13;85443.8832;4.53130848;None
119;CH;0;ThermData;;;;;;;;;C;1;H;1;;;;;G;TPIS79;200.0;3500.0;1000.0;2.87846473;0.000970913681;1.44445655e-07;-1.30687849e-10;1.76079383e-14;71012.4364;5.48497999;3.48981665;0.000323835541;-1.68899065e-06;3.16217327e-09;-1.40609067e-12;70797.2934;2.08401108;None
120;CH2;0;ThermData;;;;;;;;;C;1;H;2;;;;;G;L S/93;200.0;3500.0;1000.0;2.87410113;0.00365639292;-1.40894597e-06;2.60179549e-10;-1.87727567e-14;46263.604;6.17119324;3.76267867;0.000968872143;2.79489841e-06;-3.85091153e-09;1.68741719e-12;46004.0401;1.56253185;None
